items
"['B', 'C', 'I', 'L', 'M', 'N', 'P']"
"['B', 'F', 'H', 'J', 'K', 'M', 'N']"
"['D', 'E', 'G', 'I', 'M', 'N', 'P']"
"['A', 'B', 'D', 'E', 'I', 'J', 'N']"
"['A', 'B', 'D', 'E', 'I', 'K', 'N']"
"['A', 'F', 'H', 'J', 'O', 'P', 'Q']"
"['D', 'G', 'J', 'K', 'L', 'M', 'N']"
"['C', 'E', 'G', 'H', 'L', 'O', 'P']"
"['A', 'C', 'D', 'J', 'L', 'N', 'Q']"
"['D', 'E', 'H', 'L', 'N', 'P', 'Q']"
"['D', 'G', 'H', 'J', 'K', 'M', 'Q']"
"['C', 'E', 'F', 'J', 'K', 'N', 'Q']"
"['B', 'D', 'H', 'L', 'M', 'N', 'P']"
"['B', 'C', 'F', 'G', 'L', 'M', 'Q']"
"['B', 'D', 'E', 'F', 'L', 'M', 'O']"
"['D', 'E', 'F', 'G', 'K', 'L', 'N']"
"['B', 'D', 'E', 'J', 'L', 'M', 'N']"
"['A', 'D', 'E', 'F', 'M', 'N', 'P']"
"['C', 'D', 'F', 'H', 'N', 'P', 'Q']"
"['B', 'D', 'I', 'M', 'O', 'P', 'Q']"
"['A', 'B', 'F', 'G', 'I', 'J', 'L']"
"['A', 'B', 'E', 'F', 'L', 'O', 'P']"
"['E', 'H', 'J', 'K', 'L', 'O', 'P']"
"['A', 'D', 'E', 'F', 'G', 'H', 'N']"
"['B', 'C', 'G', 'J', 'K', 'N', 'Q']"
"['A', 'E', 'G', 'J', 'K', 'N', 'Q']"
"['C', 'H', 'L', 'N', 'O', 'P', 'Q']"
"['B', 'D', 'F', 'G', 'J', 'K', 'O']"
"['C', 'F', 'H', 'I', 'J', 'M', 'Q']"
"['E', 'H', 'K', 'M', 'N', 'O', 'Q']"
"['B', 'D', 'E', 'F', 'G', 'I', 'P']"
"['B', 'C', 'E', 'I', 'K', 'M', 'Q']"
"['B', 'E', 'F', 'G', 'K', 'M', 'O']"
"['D', 'G', 'H', 'K', 'L', 'N', 'O']"
"['E', 'F', 'J', 'K', 'O', 'P', 'Q']"
"['D', 'F', 'J', 'L', 'M', 'O', 'Q']"
"['A', 'C', 'E', 'F', 'K', 'L', 'P']"
"['A', 'C', 'E', 'H', 'I', 'J', 'K']"
"['B', 'C', 'D', 'G', 'M', 'O', 'P']"
"['A', 'E', 'F', 'G', 'L', 'N', 'Q']"
"['B', 'D', 'E', 'G', 'I', 'K', 'L']"
"['A', 'C', 'E', 'J', 'K', 'N', 'O']"
"['B', 'C', 'E', 'G', 'H', 'J', 'N']"
"['A', 'H', 'J', 'K', 'L', 'O', 'Q']"
"['A', 'B', 'E', 'F', 'G', 'H', 'M']"
"['B', 'E', 'F', 'G', 'I', 'O', 'Q']"
"['A', 'C', 'E', 'G', 'I', 'L', 'M']"
"['B', 'E', 'G', 'K', 'M', 'P', 'Q']"
"['B', 'C', 'E', 'J', 'L', 'O', 'Q']"
"['B', 'D', 'F', 'L', 'M', 'P', 'Q']"
"['B', 'D', 'E', 'F', 'J', 'K', 'M']"
"['E', 'F', 'H', 'L', 'O', 'P', 'Q']"
"['A', 'F', 'H', 'I', 'K', 'M', 'P']"
"['A', 'C', 'G', 'H', 'K', 'N', 'O']"
"['C', 'E', 'F', 'J', 'K', 'M', 'Q']"
"['A', 'C', 'E', 'F', 'L', 'P', 'Q']"
"['A', 'E', 'F', 'H', 'L', 'O', 'Q']"
"['B', 'C', 'F', 'L', 'N', 'P', 'Q']"
"['A', 'B', 'C', 'H', 'I', 'N', 'Q']"
"['C', 'E', 'F', 'I', 'N', 'O', 'Q']"
"['C', 'F', 'G', 'H', 'L', 'O', 'P']"
"['D', 'F', 'G', 'H', 'I', 'K', 'Q']"
"['A', 'G', 'H', 'J', 'K', 'O', 'P']"
"['A', 'E', 'G', 'K', 'L', 'O', 'Q']"
"['A', 'C', 'D', 'L', 'M', 'N', 'O']"
"['A', 'B', 'E', 'I', 'J', 'N', 'O']"
"['G', 'H', 'J', 'L', 'M', 'O', 'Q']"
"['F', 'G', 'K', 'L', 'N', 'P', 'Q']"
"['B', 'E', 'G', 'I', 'L', 'M', 'O']"
"['D', 'G', 'K', 'L', 'M', 'N', 'P']"
"['A', 'F', 'G', 'H', 'N', 'O', 'P']"
"['C', 'D', 'L', 'M', 'N', 'P', 'Q']"
"['B', 'G', 'K', 'L', 'N', 'P', 'Q']"
"['A', 'B', 'E', 'F', 'I', 'P', 'Q']"
"['B', 'C', 'G', 'I', 'M', 'P', 'Q']"
"['B', 'C', 'F', 'I', 'K', 'M', 'Q']"
"['A', 'C', 'E', 'H', 'I', 'J', 'Q']"
"['A', 'D', 'H', 'K', 'L', 'N', 'P']"
"['A', 'E', 'L', 'M', 'O', 'P', 'Q']"
"['D', 'G', 'I', 'N', 'O', 'P', 'Q']"
"['C', 'F', 'G', 'I', 'K', 'N', 'P']"
"['B', 'D', 'G', 'I', 'M', 'O', 'P']"
"['D', 'E', 'H', 'I', 'J', 'N', 'Q']"
"['A', 'C', 'E', 'F', 'I', 'N', 'Q']"
"['C', 'D', 'I', 'K', 'L', 'M', 'Q']"
"['E', 'H', 'I', 'L', 'M', 'N', 'P']"
"['B', 'C', 'D', 'G', 'H', 'N', 'O']"
"['A', 'F', 'G', 'H', 'K', 'O', 'Q']"
"['C', 'E', 'F', 'K', 'N', 'O', 'P']"
"['C', 'E', 'G', 'I', 'J', 'M', 'P']"
"['C', 'D', 'E', 'K', 'M', 'O', 'P']"
"['B', 'E', 'G', 'I', 'L', 'N', 'Q']"
"['F', 'G', 'H', 'J', 'M', 'N', 'Q']"
"['A', 'C', 'E', 'H', 'K', 'N', 'Q']"
"['A', 'B', 'D', 'H', 'I', 'J', 'P']"
"['B', 'H', 'K', 'L', 'M', 'O', 'P']"
"['B', 'J', 'K', 'L', 'M', 'O', 'P']"
"['A', 'C', 'G', 'I', 'K', 'O', 'P']"
"['A', 'B', 'C', 'D', 'I', 'L', 'O']"
"['A', 'J', 'K', 'L', 'N', 'O', 'Q']"
"['B', 'E', 'H', 'J', 'L', 'M', 'Q']"
"['D', 'E', 'F', 'I', 'K', 'L', 'N']"
"['F', 'G', 'I', 'J', 'M', 'N', 'P']"
"['A', 'C', 'D', 'E', 'G', 'H', 'K']"
"['A', 'C', 'E', 'G', 'L', 'M', 'O']"
"['D', 'H', 'J', 'L', 'M', 'P', 'Q']"
"['A', 'D', 'G', 'H', 'K', 'L', 'N']"
"['B', 'C', 'D', 'E', 'F', 'L', 'Q']"
"['A', 'B', 'D', 'E', 'I', 'J', 'L']"
"['F', 'K', 'L', 'N', 'O', 'P', 'Q']"
"['B', 'D', 'G', 'J', 'K', 'L', 'P']"
"['B', 'F', 'G', 'K', 'N', 'O', 'Q']"
"['F', 'G', 'J', 'K', 'L', 'N', 'P']"
"['A', 'C', 'D', 'E', 'G', 'J', 'N']"
"['A', 'B', 'F', 'K', 'L', 'M', 'Q']"
"['C', 'G', 'H', 'K', 'L', 'P', 'Q']"
"['B', 'C', 'D', 'F', 'H', 'L', 'P']"
"['B', 'C', 'G', 'J', 'L', 'N', 'Q']"
"['B', 'D', 'F', 'H', 'M', 'O', 'Q']"
"['D', 'G', 'H', 'I', 'L', 'O', 'Q']"
"['B', 'E', 'G', 'H', 'I', 'N', 'P']"
"['E', 'F', 'G', 'H', 'N', 'O', 'P']"
"['E', 'F', 'J', 'K', 'N', 'P', 'Q']"
"['D', 'H', 'L', 'M', 'N', 'O', 'Q']"
"['B', 'C', 'F', 'J', 'K', 'O', 'Q']"
"['D', 'F', 'G', 'L', 'M', 'N', 'P']"
"['B', 'C', 'D', 'H', 'I', 'L', 'Q']"
"['A', 'B', 'D', 'E', 'L', 'M', 'O']"
"['D', 'G', 'I', 'K', 'N', 'O', 'P']"
"['A', 'B', 'F', 'G', 'N', 'P', 'Q']"
"['A', 'B', 'D', 'F', 'H', 'P', 'Q']"
"['A', 'B', 'F', 'G', 'H', 'L', 'M']"
"['C', 'D', 'F', 'G', 'N', 'P', 'Q']"
"['C', 'G', 'H', 'J', 'N', 'O', 'Q']"
"['D', 'F', 'G', 'H', 'K', 'L', 'N']"
"['A', 'C', 'H', 'I', 'J', 'M', 'N']"
"['A', 'C', 'E', 'H', 'M', 'N', 'P']"
"['B', 'E', 'G', 'H', 'I', 'K', 'Q']"
"['A', 'B', 'G', 'I', 'K', 'P', 'Q']"
"['B', 'C', 'E', 'H', 'K', 'L', 'P']"
"['A', 'C', 'I', 'K', 'L', 'M', 'Q']"
"['A', 'C', 'E', 'K', 'L', 'N', 'P']"
"['E', 'F', 'K', 'N', 'O', 'P', 'Q']"
"['A', 'C', 'F', 'G', 'J', 'M', 'P']"
"['B', 'C', 'G', 'H', 'I', 'M', 'Q']"
"['C', 'E', 'F', 'G', 'I', 'N', 'P']"
"['C', 'E', 'F', 'H', 'J', 'K', 'L']"
"['B', 'C', 'E', 'H', 'J', 'K', 'L']"
"['A', 'B', 'C', 'H', 'I', 'M', 'N']"
"['C', 'D', 'H', 'I', 'M', 'O', 'Q']"
"['A', 'B', 'C', 'G', 'H', 'I', 'K']"
"['B', 'C', 'D', 'G', 'I', 'K', 'M']"
"['F', 'H', 'I', 'K', 'M', 'O', 'P']"
"['C', 'E', 'I', 'M', 'N', 'O', 'Q']"
"['C', 'D', 'F', 'K', 'O', 'P', 'Q']"
"['C', 'D', 'F', 'G', 'K', 'M', 'N']"
"['D', 'I', 'J', 'K', 'L', 'M', 'N']"
"['C', 'E', 'H', 'J', 'K', 'M', 'Q']"
"['C', 'D', 'G', 'H', 'I', 'K', 'Q']"
"['A', 'C', 'E', 'G', 'I', 'L', 'N']"
"['A', 'F', 'I', 'J', 'L', 'N', 'P']"
"['A', 'C', 'E', 'K', 'M', 'N', 'P']"
"['B', 'E', 'H', 'J', 'K', 'N', 'O']"
"['A', 'E', 'F', 'J', 'K', 'L', 'M']"
"['A', 'D', 'E', 'F', 'L', 'O', 'Q']"
"['C', 'D', 'E', 'G', 'K', 'O', 'P']"
"['A', 'B', 'H', 'K', 'M', 'O', 'Q']"
"['B', 'C', 'D', 'G', 'H', 'K', 'Q']"
"['C', 'D', 'F', 'G', 'K', 'M', 'P']"
"['A', 'C', 'D', 'E', 'F', 'K', 'L']"
"['C', 'H', 'I', 'L', 'O', 'P', 'Q']"
"['A', 'D', 'K', 'M', 'O', 'P', 'Q']"
"['B', 'F', 'G', 'I', 'J', 'M', 'P']"
"['A', 'C', 'E', 'H', 'L', 'P', 'Q']"
"['C', 'E', 'G', 'H', 'L', 'O', 'Q']"
"['E', 'F', 'H', 'I', 'K', 'L', 'P']"
"['A', 'B', 'C', 'D', 'E', 'H', 'N']"
"['B', 'D', 'E', 'F', 'J', 'K', 'Q']"
"['A', 'B', 'C', 'E', 'L', 'M', 'O']"
"['A', 'C', 'H', 'I', 'J', 'K', 'M']"
"['A', 'C', 'D', 'F', 'H', 'N', 'P']"
"['B', 'D', 'H', 'I', 'M', 'N', 'Q']"
"['B', 'C', 'D', 'G', 'K', 'M', 'O']"
"['C', 'G', 'J', 'K', 'N', 'O', 'Q']"
"['B', 'H', 'I', 'J', 'N', 'P', 'Q']"
"['A', 'C', 'G', 'H', 'I', 'K', 'O']"
"['B', 'D', 'F', 'G', 'H', 'J', 'P']"
"['A', 'E', 'G', 'H', 'I', 'O', 'Q']"
"['A', 'B', 'C', 'E', 'F', 'N', 'Q']"
"['B', 'D', 'E', 'F', 'J', 'M', 'N']"
"['A', 'B', 'E', 'F', 'G', 'O', 'Q']"
"['A', 'C', 'D', 'F', 'G', 'L', 'M']"
"['A', 'B', 'C', 'D', 'G', 'M', 'Q']"
"['E', 'G', 'J', 'K', 'M', 'O', 'Q']"
"['C', 'D', 'E', 'G', 'J', 'O', 'Q']"
"['C', 'G', 'J', 'M', 'O', 'P', 'Q']"
"['B', 'H', 'K', 'M', 'N', 'O', 'Q']"
"['F', 'H', 'J', 'N', 'O', 'P', 'Q']"
"['A', 'C', 'E', 'G', 'I', 'J', 'Q']"
"['D', 'E', 'G', 'H', 'L', 'N', 'O']"
"['A', 'B', 'C', 'E', 'G', 'O', 'P']"
"['A', 'E', 'F', 'H', 'M', 'P', 'Q']"
"['C', 'D', 'H', 'I', 'K', 'M', 'P']"
"['B', 'I', 'J', 'K', 'L', 'M', 'P']"
"['D', 'E', 'F', 'G', 'J', 'K', 'N']"
"['A', 'D', 'F', 'G', 'J', 'N', 'P']"
"['A', 'C', 'D', 'F', 'H', 'M', 'Q']"
"['A', 'B', 'D', 'F', 'G', 'N', 'P']"
"['B', 'D', 'E', 'F', 'G', 'P', 'Q']"
"['C', 'F', 'H', 'J', 'N', 'O', 'P']"
"['B', 'D', 'E', 'F', 'H', 'K', 'N']"
"['A', 'B', 'F', 'I', 'K', 'L', 'N']"
"['A', 'C', 'E', 'G', 'H', 'L', 'Q']"
"['B', 'E', 'F', 'G', 'H', 'J', 'K']"
"['B', 'L', 'M', 'N', 'O', 'P', 'Q']"
"['C', 'E', 'H', 'I', 'J', 'O', 'Q']"
"['C', 'E', 'F', 'G', 'J', 'N', 'P']"
"['D', 'E', 'F', 'G', 'K', 'P', 'Q']"
"['A', 'G', 'H', 'I', 'M', 'N', 'Q']"
"['B', 'E', 'G', 'I', 'J', 'P', 'Q']"
"['C', 'D', 'E', 'G', 'J', 'L', 'M']"
"['B', 'I', 'K', 'L', 'N', 'O', 'Q']"
"['C', 'D', 'F', 'G', 'J', 'K', 'Q']"
"['C', 'F', 'G', 'I', 'J', 'K', 'O']"
"['B', 'H', 'I', 'J', 'L', 'M', 'P']"
"['A', 'B', 'E', 'G', 'M', 'N', 'O']"
"['A', 'B', 'D', 'F', 'G', 'M', 'P']"
"['B', 'C', 'F', 'G', 'I', 'K', 'N']"
"['A', 'E', 'F', 'G', 'H', 'L', 'M']"
"['C', 'H', 'I', 'J', 'L', 'M', 'O']"
"['A', 'C', 'F', 'H', 'K', 'N', 'O']"
"['A', 'B', 'E', 'F', 'I', 'K', 'M']"
"['B', 'E', 'G', 'H', 'I', 'K', 'M']"
"['F', 'H', 'I', 'K', 'M', 'O', 'Q']"
"['A', 'C', 'E', 'J', 'L', 'P', 'Q']"
"['B', 'I', 'J', 'K', 'L', 'N', 'Q']"
"['B', 'F', 'G', 'I', 'M', 'N', 'O']"
"['B', 'F', 'G', 'H', 'J', 'L', 'N']"
"['C', 'D', 'F', 'I', 'N', 'P', 'Q']"
"['D', 'G', 'J', 'K', 'M', 'N', 'O']"
"['A', 'D', 'H', 'I', 'L', 'P', 'Q']"
"['A', 'C', 'E', 'H', 'K', 'N', 'P']"
"['B', 'C', 'D', 'H', 'K', 'L', 'M']"
"['B', 'C', 'E', 'F', 'H', 'M', 'O']"
"['C', 'G', 'I', 'J', 'L', 'M', 'Q']"
"['C', 'D', 'I', 'J', 'L', 'N', 'O']"
"['A', 'E', 'G', 'I', 'J', 'K', 'P']"
"['A', 'B', 'C', 'F', 'G', 'J', 'P']"
"['A', 'C', 'D', 'H', 'K', 'N', 'O']"
"['E', 'F', 'G', 'H', 'L', 'M', 'N']"
"['A', 'C', 'D', 'E', 'F', 'I', 'J']"
"['B', 'C', 'E', 'F', 'H', 'K', 'O']"
"['A', 'F', 'G', 'J', 'L', 'M', 'Q']"
"['D', 'F', 'G', 'I', 'J', 'N', 'O']"
"['A', 'F', 'H', 'I', 'L', 'M', 'N']"
"['A', 'B', 'D', 'H', 'I', 'J', 'M']"
"['A', 'C', 'D', 'G', 'H', 'K', 'O']"
"['A', 'D', 'H', 'I', 'K', 'L', 'O']"
"['B', 'C', 'G', 'H', 'J', 'M', 'Q']"
"['B', 'D', 'F', 'I', 'J', 'L', 'P']"
"['B', 'I', 'J', 'M', 'N', 'O', 'Q']"
"['A', 'D', 'F', 'J', 'K', 'L', 'Q']"
"['B', 'C', 'H', 'J', 'L', 'N', 'O']"
"['A', 'D', 'E', 'F', 'G', 'J', 'M']"
"['E', 'G', 'I', 'J', 'K', 'M', 'Q']"
"['C', 'H', 'J', 'K', 'L', 'M', 'P']"
"['A', 'D', 'E', 'G', 'H', 'I', 'K']"
"['C', 'D', 'F', 'G', 'I', 'L', 'Q']"
"['B', 'C', 'D', 'H', 'L', 'M', 'O']"
"['A', 'B', 'C', 'F', 'G', 'H', 'J']"
"['A', 'B', 'D', 'I', 'L', 'M', 'N']"
"['A', 'E', 'G', 'J', 'N', 'P', 'Q']"
"['F', 'G', 'K', 'L', 'M', 'O', 'P']"
"['C', 'F', 'H', 'J', 'M', 'P', 'Q']"
"['A', 'C', 'F', 'G', 'I', 'K', 'M']"
"['C', 'E', 'F', 'I', 'J', 'K', 'O']"
"['B', 'E', 'G', 'I', 'K', 'O', 'P']"
"['C', 'D', 'F', 'H', 'I', 'M', 'Q']"
"['E', 'H', 'I', 'K', 'M', 'P', 'Q']"
"['B', 'C', 'F', 'G', 'L', 'M', 'N']"
"['C', 'E', 'F', 'I', 'K', 'N', 'Q']"
"['A', 'B', 'D', 'E', 'H', 'K', 'N']"
"['A', 'C', 'D', 'F', 'J', 'L', 'M']"
"['E', 'G', 'H', 'L', 'N', 'P', 'Q']"
"['C', 'E', 'I', 'L', 'N', 'O', 'P']"
"['A', 'B', 'D', 'F', 'H', 'K', 'N']"
"['B', 'F', 'H', 'L', 'N', 'O', 'Q']"
"['C', 'D', 'G', 'I', 'J', 'P', 'Q']"
"['A', 'C', 'D', 'F', 'G', 'J', 'K']"
"['D', 'H', 'L', 'M', 'N', 'O', 'P']"
"['C', 'D', 'H', 'K', 'L', 'O', 'P']"
"['C', 'D', 'F', 'H', 'L', 'M', 'P']"
"['A', 'D', 'F', 'G', 'I', 'O', 'Q']"
"['D', 'H', 'J', 'L', 'M', 'O', 'Q']"
"['C', 'D', 'E', 'F', 'I', 'K', 'Q']"
"['C', 'G', 'H', 'J', 'O', 'P', 'Q']"
"['B', 'E', 'F', 'J', 'M', 'O', 'P']"
"['F', 'I', 'J', 'K', 'M', 'O', 'Q']"
"['E', 'F', 'H', 'J', 'M', 'N', 'Q']"
"['A', 'D', 'E', 'F', 'L', 'N', 'P']"
"['A', 'J', 'K', 'L', 'M', 'N', 'Q']"
"['A', 'H', 'K', 'L', 'M', 'N', 'O']"
"['C', 'D', 'E', 'G', 'I', 'J', 'N']"
"['B', 'D', 'E', 'I', 'L', 'M', 'P']"
"['A', 'B', 'D', 'F', 'K', 'L', 'M']"
"['B', 'D', 'E', 'G', 'H', 'I', 'O']"
"['C', 'G', 'H', 'I', 'K', 'O', 'Q']"
"['A', 'B', 'H', 'I', 'L', 'M', 'P']"
"['B', 'C', 'D', 'F', 'G', 'I', 'J']"
"['A', 'C', 'D', 'G', 'M', 'N', 'Q']"
"['B', 'D', 'G', 'I', 'N', 'P', 'Q']"
"['A', 'B', 'H', 'J', 'K', 'L', 'O']"
"['B', 'C', 'E', 'H', 'N', 'O', 'P']"
"['D', 'E', 'F', 'G', 'L', 'O', 'Q']"
"['A', 'E', 'H', 'K', 'L', 'M', 'N']"
"['A', 'B', 'C', 'E', 'M', 'O', 'P']"
"['B', 'F', 'G', 'L', 'M', 'O', 'Q']"
"['B', 'D', 'H', 'K', 'N', 'O', 'P']"
"['A', 'D', 'E', 'H', 'I', 'L', 'Q']"
"['A', 'D', 'I', 'J', 'L', 'M', 'O']"
"['C', 'D', 'I', 'J', 'K', 'L', 'P']"
"['A', 'C', 'F', 'H', 'J', 'O', 'P']"
"['A', 'B', 'C', 'D', 'O', 'P', 'Q']"
"['B', 'D', 'G', 'H', 'K', 'L', 'M']"
"['D', 'G', 'H', 'J', 'M', 'N', 'Q']"
"['A', 'B', 'C', 'D', 'F', 'I', 'L']"
"['A', 'C', 'D', 'G', 'H', 'I', 'M']"
"['G', 'H', 'I', 'J', 'M', 'N', 'O']"
"['C', 'D', 'E', 'G', 'J', 'L', 'O']"
"['A', 'B', 'J', 'K', 'M', 'N', 'O']"
"['B', 'C', 'D', 'F', 'H', 'K', 'N']"
"['B', 'C', 'F', 'G', 'J', 'K', 'M']"
"['A', 'E', 'G', 'I', 'O', 'P', 'Q']"
"['C', 'G', 'H', 'I', 'L', 'O', 'P']"
"['D', 'E', 'K', 'L', 'N', 'P', 'Q']"
"['D', 'E', 'G', 'H', 'J', 'M', 'Q']"
"['A', 'C', 'D', 'E', 'I', 'K', 'O']"
"['C', 'D', 'E', 'F', 'I', 'M', 'P']"
"['B', 'C', 'G', 'H', 'J', 'K', 'N']"
"['B', 'C', 'I', 'J', 'M', 'P', 'Q']"
"['G', 'I', 'J', 'K', 'L', 'M', 'N']"
"['A', 'C', 'G', 'I', 'K', 'M', 'Q']"
"['A', 'D', 'E', 'J', 'K', 'L', 'N']"
"['C', 'F', 'G', 'I', 'J', 'M', 'Q']"
"['A', 'B', 'D', 'F', 'H', 'I', 'J']"
"['A', 'E', 'F', 'J', 'L', 'M', 'Q']"
"['A', 'B', 'C', 'J', 'K', 'L', 'Q']"
"['A', 'E', 'L', 'N', 'O', 'P', 'Q']"
"['A', 'C', 'D', 'H', 'K', 'M', 'O']"
"['B', 'D', 'F', 'G', 'H', 'J', 'M']"
"['A', 'E', 'G', 'K', 'L', 'O', 'P']"
"['A', 'C', 'D', 'E', 'G', 'K', 'O']"
"['D', 'E', 'H', 'I', 'J', 'K', 'P']"
"['A', 'C', 'H', 'I', 'K', 'L', 'P']"
"['A', 'C', 'D', 'L', 'N', 'P', 'Q']"
"['D', 'E', 'H', 'I', 'J', 'L', 'M']"
"['B', 'C', 'J', 'K', 'N', 'O', 'P']"
"['A', 'C', 'G', 'J', 'K', 'O', 'Q']"
"['A', 'B', 'D', 'F', 'H', 'I', 'L']"
"['A', 'D', 'E', 'G', 'I', 'N', 'Q']"
"['A', 'B', 'C', 'I', 'J', 'L', 'Q']"
"['C', 'E', 'F', 'H', 'I', 'L', 'Q']"
"['A', 'D', 'E', 'G', 'H', 'L', 'O']"
"['A', 'B', 'C', 'D', 'E', 'F', 'G']"
"['B', 'H', 'I', 'K', 'M', 'O', 'Q']"
"['B', 'C', 'D', 'F', 'H', 'N', 'P']"
"['A', 'C', 'E', 'H', 'I', 'J', 'L']"
"['E', 'F', 'J', 'K', 'M', 'N', 'O']"
"['B', 'C', 'D', 'F', 'G', 'N', 'O']"
"['A', 'B', 'C', 'F', 'G', 'K', 'O']"
"['B', 'C', 'F', 'G', 'K', 'L', 'N']"
"['B', 'D', 'E', 'I', 'M', 'N', 'P']"
"['A', 'B', 'F', 'H', 'I', 'L', 'Q']"
"['C', 'D', 'G', 'H', 'M', 'N', 'P']"
"['A', 'D', 'H', 'K', 'L', 'P', 'Q']"
"['B', 'D', 'G', 'H', 'I', 'N', 'Q']"
"['A', 'C', 'D', 'E', 'F', 'H', 'L']"
"['B', 'E', 'H', 'I', 'K', 'M', 'P']"
"['E', 'G', 'H', 'I', 'M', 'P', 'Q']"
"['A', 'B', 'D', 'F', 'H', 'L', 'N']"
"['B', 'C', 'E', 'F', 'G', 'M', 'Q']"
"['A', 'B', 'C', 'G', 'H', 'K', 'O']"
"['G', 'H', 'I', 'K', 'L', 'M', 'P']"
"['F', 'K', 'L', 'M', 'N', 'O', 'Q']"
"['B', 'C', 'E', 'I', 'K', 'L', 'Q']"
"['A', 'E', 'G', 'I', 'J', 'K', 'O']"
"['B', 'C', 'D', 'I', 'K', 'M', 'P']"
"['A', 'C', 'E', 'G', 'H', 'O', 'Q']"
"['A', 'C', 'D', 'F', 'H', 'P', 'Q']"
"['A', 'B', 'F', 'G', 'I', 'K', 'P']"
"['C', 'E', 'J', 'L', 'M', 'N', 'O']"
"['A', 'B', 'I', 'K', 'N', 'O', 'P']"
"['A', 'C', 'E', 'G', 'N', 'O', 'Q']"
"['C', 'D', 'E', 'F', 'H', 'I', 'N']"
"['A', 'C', 'D', 'G', 'K', 'M', 'P']"
"['A', 'E', 'I', 'J', 'K', 'L', 'O']"
"['E', 'F', 'I', 'J', 'K', 'L', 'O']"
"['A', 'C', 'I', 'M', 'O', 'P', 'Q']"
"['B', 'D', 'E', 'F', 'G', 'N', 'P']"
"['B', 'C', 'E', 'F', 'J', 'K', 'M']"
"['B', 'C', 'E', 'F', 'I', 'J', 'L']"
"['A', 'D', 'E', 'I', 'K', 'L', 'Q']"
"['D', 'F', 'J', 'K', 'M', 'N', 'Q']"
"['B', 'C', 'D', 'H', 'I', 'N', 'O']"
"['A', 'B', 'E', 'I', 'J', 'K', 'N']"
"['C', 'G', 'I', 'J', 'O', 'P', 'Q']"
"['A', 'D', 'G', 'H', 'M', 'N', 'O']"
"['A', 'E', 'F', 'G', 'K', 'L', 'N']"
"['C', 'G', 'H', 'I', 'K', 'L', 'Q']"
"['C', 'G', 'J', 'K', 'M', 'N', 'O']"
"['D', 'E', 'H', 'L', 'O', 'P', 'Q']"
"['A', 'C', 'H', 'J', 'M', 'P', 'Q']"
"['A', 'B', 'E', 'H', 'L', 'O', 'P']"
"['D', 'E', 'H', 'J', 'K', 'L', 'Q']"
"['A', 'B', 'C', 'I', 'J', 'N', 'Q']"
"['A', 'B', 'C', 'D', 'G', 'H', 'M']"
"['A', 'C', 'F', 'J', 'K', 'M', 'N']"
"['A', 'C', 'E', 'G', 'L', 'N', 'P']"
"['A', 'B', 'G', 'H', 'I', 'J', 'O']"
"['A', 'C', 'E', 'F', 'H', 'M', 'N']"
"['A', 'B', 'C', 'D', 'F', 'I', 'P']"
"['F', 'G', 'I', 'J', 'L', 'N', 'Q']"
"['A', 'B', 'E', 'F', 'I', 'J', 'K']"
"['D', 'F', 'G', 'H', 'K', 'L', 'O']"
"['C', 'D', 'F', 'G', 'J', 'L', 'N']"
"['A', 'B', 'C', 'E', 'J', 'O', 'Q']"
"['A', 'B', 'C', 'F', 'N', 'O', 'P']"
"['A', 'B', 'J', 'K', 'L', 'O', 'Q']"
"['A', 'C', 'E', 'H', 'M', 'P', 'Q']"
"['C', 'F', 'J', 'K', 'L', 'O', 'P']"
"['C', 'E', 'F', 'H', 'K', 'L', 'P']"
"['B', 'C', 'G', 'K', 'L', 'N', 'O']"
"['C', 'D', 'H', 'J', 'N', 'O', 'Q']"
"['A', 'D', 'G', 'J', 'N', 'O', 'Q']"
"['C', 'D', 'E', 'F', 'G', 'J', 'P']"
"['A', 'B', 'G', 'I', 'L', 'O', 'Q']"
"['B', 'C', 'F', 'G', 'L', 'O', 'Q']"
"['B', 'C', 'D', 'I', 'J', 'K', 'O']"
"['B', 'C', 'E', 'H', 'K', 'M', 'O']"
"['A', 'G', 'I', 'K', 'L', 'M', 'O']"
"['A', 'B', 'E', 'J', 'K', 'L', 'P']"
"['A', 'C', 'H', 'J', 'K', 'L', 'P']"
"['D', 'F', 'G', 'H', 'J', 'N', 'O']"
"['A', 'B', 'F', 'H', 'I', 'J', 'M']"
"['A', 'B', 'D', 'E', 'H', 'K', 'Q']"
"['B', 'C', 'H', 'J', 'L', 'P', 'Q']"
"['A', 'C', 'G', 'J', 'K', 'N', 'Q']"
"['B', 'E', 'F', 'I', 'J', 'M', 'O']"
"['A', 'D', 'I', 'J', 'M', 'N', 'O']"
"['A', 'D', 'J', 'K', 'M', 'N', 'P']"
"['C', 'D', 'E', 'F', 'H', 'I', 'K']"
"['A', 'D', 'E', 'G', 'J', 'L', 'O']"
"['A', 'C', 'D', 'K', 'N', 'P', 'Q']"
"['C', 'D', 'F', 'G', 'J', 'L', 'Q']"
"['F', 'G', 'H', 'J', 'K', 'O', 'P']"
"['A', 'H', 'I', 'J', 'L', 'M', 'Q']"
"['A', 'C', 'D', 'J', 'M', 'N', 'Q']"
"['A', 'B', 'G', 'H', 'K', 'L', 'P']"
"['A', 'C', 'F', 'J', 'N', 'O', 'P']"
"['A', 'B', 'I', 'J', 'K', 'O', 'P']"
