items
"['C', 'E', 'H', 'I', 'K']"
"['B', 'E', 'I', 'M', 'N']"
"['E', 'J', 'L', 'M', 'Q']"
"['E', 'H', 'I', 'K', 'P']"
"['B', 'C', 'E', 'F', 'G']"
"['A', 'I', 'J', 'M', 'P']"
"['C', 'D', 'E', 'J', 'O']"
"['A', 'I', 'K', 'M', 'O']"
"['H', 'J', 'K', 'L', 'N']"
"['A', 'C', 'F', 'O', 'P']"
"['C', 'E', 'G', 'H', 'N']"
"['A', 'I', 'K', 'M', 'N']"
"['B', 'C', 'D', 'J', 'L']"
"['B', 'E', 'F', 'I', 'J']"
"['F', 'H', 'K', 'M', 'P']"
"['G', 'H', 'I', 'K', 'N']"
"['J', 'K', 'L', 'M', 'Q']"
"['D', 'F', 'J', 'M', 'P']"
"['E', 'J', 'K', 'M', 'N']"
"['A', 'C', 'H', 'N', 'Q']"
"['C', 'E', 'F', 'K', 'N']"
"['G', 'J', 'K', 'L', 'Q']"
"['E', 'H', 'J', 'L', 'N']"
"['C', 'G', 'J', 'M', 'N']"
"['B', 'C', 'E', 'I', 'P']"
"['E', 'F', 'H', 'L', 'O']"
"['A', 'D', 'I', 'J', 'P']"
"['B', 'G', 'I', 'L', 'N']"
"['G', 'I', 'N', 'O', 'Q']"
"['C', 'D', 'F', 'G', 'P']"
"['A', 'B', 'J', 'N', 'O']"
"['E', 'I', 'J', 'M', 'P']"
"['B', 'D', 'F', 'P', 'Q']"
"['A', 'D', 'L', 'M', 'Q']"
"['A', 'C', 'D', 'J', 'N']"
"['C', 'F', 'H', 'M', 'N']"
"['H', 'I', 'M', 'P', 'Q']"
"['F', 'J', 'M', 'N', 'P']"
"['A', 'B', 'E', 'J', 'M']"
"['F', 'H', 'K', 'M', 'N']"
"['B', 'H', 'J', 'M', 'P']"
"['B', 'C', 'F', 'I', 'N']"
"['B', 'D', 'N', 'O', 'Q']"
"['H', 'I', 'J', 'L', 'M']"
"['A', 'D', 'E', 'H', 'P']"
"['B', 'C', 'K', 'N', 'O']"
"['H', 'I', 'K', 'P', 'Q']"
"['F', 'L', 'N', 'O', 'P']"
"['A', 'E', 'F', 'K', 'M']"
"['A', 'N', 'O', 'P', 'Q']"
"['A', 'E', 'J', 'L', 'P']"
"['C', 'E', 'F', 'I', 'J']"
"['D', 'F', 'M', 'O', 'Q']"
"['A', 'B', 'F', 'G', 'L']"
"['A', 'H', 'K', 'N', 'P']"
"['A', 'C', 'E', 'N', 'P']"
"['D', 'K', 'L', 'N', 'Q']"
"['A', 'D', 'E', 'I', 'K']"
"['B', 'D', 'E', 'K', 'N']"
"['I', 'J', 'K', 'M', 'O']"
"['B', 'F', 'H', 'L', 'P']"
"['B', 'C', 'E', 'O', 'Q']"
"['A', 'D', 'K', 'L', 'Q']"
"['B', 'D', 'E', 'I', 'J']"
"['B', 'G', 'I', 'L', 'M']"
"['C', 'E', 'J', 'P', 'Q']"
"['B', 'D', 'F', 'K', 'Q']"
"['E', 'G', 'J', 'O', 'P']"
"['G', 'K', 'M', 'P', 'Q']"
"['A', 'B', 'G', 'I', 'O']"
"['A', 'D', 'H', 'O', 'Q']"
"['C', 'E', 'L', 'N', 'O']"
"['A', 'B', 'F', 'J', 'N']"
"['B', 'F', 'J', 'M', 'Q']"
"['E', 'I', 'K', 'L', 'N']"
"['B', 'I', 'K', 'N', 'Q']"
"['A', 'D', 'H', 'O', 'P']"
"['B', 'K', 'N', 'P', 'Q']"
"['B', 'G', 'K', 'N', 'Q']"
"['A', 'C', 'H', 'K', 'P']"
"['I', 'L', 'M', 'O', 'P']"
"['A', 'F', 'G', 'J', 'O']"
"['D', 'I', 'J', 'N', 'O']"
"['A', 'F', 'G', 'H', 'N']"
"['D', 'G', 'I', 'K', 'Q']"
"['A', 'F', 'K', 'M', 'Q']"
"['B', 'F', 'H', 'I', 'N']"
"['H', 'I', 'K', 'L', 'P']"
"['B', 'F', 'G', 'K', 'O']"
"['F', 'G', 'K', 'M', 'Q']"
"['D', 'H', 'J', 'N', 'O']"
"['D', 'E', 'G', 'K', 'M']"
"['A', 'E', 'F', 'O', 'Q']"
"['A', 'I', 'M', 'O', 'P']"
"['E', 'F', 'J', 'K', 'Q']"
"['A', 'D', 'I', 'M', 'Q']"
"['E', 'F', 'I', 'J', 'K']"
"['C', 'I', 'J', 'L', 'N']"
"['B', 'D', 'E', 'F', 'Q']"
"['C', 'E', 'M', 'N', 'O']"
"['E', 'G', 'J', 'M', 'P']"
"['A', 'E', 'I', 'M', 'O']"
"['B', 'G', 'H', 'J', 'Q']"
"['C', 'G', 'I', 'K', 'N']"
"['G', 'H', 'M', 'O', 'Q']"
"['A', 'I', 'K', 'P', 'Q']"
"['C', 'E', 'H', 'K', 'Q']"
"['A', 'E', 'F', 'G', 'M']"
"['B', 'D', 'E', 'H', 'P']"
"['C', 'D', 'J', 'K', 'O']"
"['C', 'D', 'E', 'K', 'M']"
"['C', 'I', 'J', 'K', 'P']"
"['A', 'K', 'L', 'M', 'P']"
"['B', 'E', 'G', 'N', 'Q']"
"['E', 'F', 'J', 'M', 'N']"
"['B', 'E', 'F', 'I', 'K']"
"['A', 'C', 'H', 'M', 'N']"
"['G', 'J', 'L', 'M', 'Q']"
"['A', 'C', 'I', 'J', 'N']"
"['B', 'C', 'G', 'I', 'O']"
"['D', 'F', 'K', 'L', 'P']"
"['F', 'G', 'L', 'O', 'Q']"
"['C', 'I', 'K', 'M', 'O']"
"['D', 'F', 'K', 'L', 'N']"
"['D', 'E', 'F', 'P', 'Q']"
"['A', 'F', 'K', 'M', 'O']"
"['A', 'I', 'L', 'O', 'Q']"
"['G', 'I', 'K', 'M', 'N']"
"['D', 'G', 'K', 'M', 'Q']"
"['A', 'D', 'E', 'I', 'Q']"
"['B', 'F', 'K', 'M', 'P']"
"['A', 'B', 'I', 'K', 'P']"
"['A', 'B', 'G', 'I', 'K']"
"['B', 'E', 'F', 'J', 'L']"
"['B', 'C', 'E', 'J', 'K']"
"['D', 'G', 'L', 'N', 'Q']"
"['E', 'F', 'I', 'N', 'P']"
"['B', 'I', 'L', 'M', 'Q']"
"['F', 'G', 'L', 'M', 'P']"
"['C', 'D', 'J', 'L', 'Q']"
"['A', 'D', 'J', 'L', 'O']"
"['A', 'G', 'H', 'I', 'N']"
"['B', 'C', 'F', 'H', 'M']"
"['C', 'D', 'E', 'I', 'N']"
"['A', 'D', 'G', 'O', 'Q']"
"['A', 'C', 'E', 'J', 'N']"
"['C', 'E', 'I', 'P', 'Q']"
"['A', 'E', 'L', 'M', 'Q']"
"['G', 'I', 'J', 'O', 'P']"
"['C', 'G', 'H', 'K', 'L']"
"['D', 'I', 'L', 'O', 'Q']"
"['B', 'C', 'E', 'L', 'Q']"
"['B', 'G', 'K', 'M', 'O']"
"['D', 'H', 'O', 'P', 'Q']"
"['H', 'J', 'M', 'N', 'Q']"
"['A', 'D', 'E', 'F', 'L']"
"['H', 'K', 'M', 'O', 'P']"
"['G', 'J', 'K', 'M', 'N']"
"['B', 'I', 'J', 'N', 'Q']"
"['B', 'C', 'K', 'N', 'P']"
"['D', 'J', 'L', 'N', 'Q']"
"['C', 'D', 'G', 'P', 'Q']"
"['B', 'C', 'G', 'H', 'N']"
"['A', 'H', 'K', 'L', 'M']"
"['B', 'H', 'L', 'M', 'P']"
"['A', 'B', 'J', 'O', 'P']"
"['A', 'E', 'H', 'K', 'O']"
"['A', 'C', 'G', 'H', 'M']"
"['A', 'E', 'G', 'O', 'P']"
"['C', 'E', 'M', 'O', 'P']"
"['B', 'F', 'H', 'P', 'Q']"
"['C', 'E', 'F', 'H', 'J']"
"['C', 'E', 'H', 'J', 'K']"
"['C', 'E', 'F', 'I', 'P']"
"['B', 'C', 'J', 'K', 'P']"
"['C', 'F', 'G', 'O', 'Q']"
"['D', 'F', 'I', 'J', 'K']"
"['C', 'E', 'H', 'K', 'P']"
"['C', 'I', 'K', 'M', 'N']"
"['A', 'E', 'L', 'M', 'O']"
"['B', 'C', 'H', 'I', 'K']"
"['I', 'J', 'K', 'M', 'N']"
"['A', 'D', 'E', 'N', 'O']"
"['E', 'F', 'G', 'J', 'M']"
"['C', 'G', 'I', 'K', 'L']"
"['C', 'D', 'E', 'L', 'O']"
"['C', 'G', 'I', 'J', 'P']"
"['G', 'J', 'K', 'P', 'Q']"
"['A', 'D', 'H', 'J', 'N']"
"['C', 'G', 'K', 'M', 'P']"
"['G', 'L', 'M', 'P', 'Q']"
"['F', 'H', 'K', 'N', 'Q']"
"['H', 'K', 'L', 'M', 'P']"
"['A', 'E', 'G', 'H', 'Q']"
"['A', 'I', 'K', 'L', 'N']"
"['E', 'G', 'H', 'K', 'O']"
"['C', 'H', 'J', 'K', 'P']"
"['E', 'G', 'K', 'M', 'O']"
"['I', 'K', 'M', 'N', 'Q']"
"['A', 'C', 'F', 'L', 'M']"
"['J', 'L', 'M', 'O', 'Q']"
"['C', 'G', 'H', 'I', 'K']"
"['C', 'E', 'J', 'K', 'M']"
"['A', 'C', 'D', 'E', 'O']"
"['B', 'F', 'I', 'K', 'L']"
"['A', 'B', 'D', 'K', 'P']"
"['C', 'G', 'I', 'L', 'M']"
"['C', 'E', 'G', 'H', 'L']"
"['B', 'C', 'E', 'H', 'K']"
"['A', 'C', 'G', 'J', 'O']"
"['B', 'C', 'F', 'I', 'L']"
"['E', 'F', 'G', 'H', 'O']"
"['A', 'B', 'E', 'H', 'J']"
"['C', 'D', 'H', 'I', 'O']"
"['F', 'G', 'I', 'N', 'Q']"
"['A', 'J', 'N', 'P', 'Q']"
"['C', 'K', 'L', 'P', 'Q']"
"['A', 'E', 'F', 'I', 'M']"
"['D', 'E', 'F', 'N', 'P']"
"['A', 'E', 'H', 'I', 'K']"
"['C', 'E', 'F', 'I', 'O']"
"['D', 'I', 'N', 'O', 'Q']"
"['C', 'M', 'N', 'O', 'P']"
"['I', 'K', 'O', 'P', 'Q']"
"['E', 'L', 'O', 'P', 'Q']"
"['B', 'G', 'I', 'K', 'O']"
"['B', 'E', 'G', 'L', 'N']"
"['E', 'F', 'G', 'I', 'L']"
"['C', 'F', 'K', 'L', 'N']"
"['B', 'D', 'G', 'H', 'P']"
"['B', 'H', 'K', 'L', 'P']"
"['D', 'F', 'J', 'O', 'P']"
"['H', 'K', 'O', 'P', 'Q']"
"['A', 'C', 'E', 'L', 'P']"
"['J', 'L', 'M', 'O', 'P']"
"['C', 'E', 'I', 'N', 'Q']"
"['A', 'G', 'K', 'N', 'O']"
"['B', 'C', 'E', 'G', 'H']"
"['K', 'L', 'M', 'N', 'Q']"
"['B', 'D', 'J', 'K', 'N']"
"['A', 'H', 'M', 'O', 'P']"
"['A', 'I', 'L', 'N', 'P']"
"['A', 'I', 'K', 'O', 'Q']"
"['D', 'E', 'F', 'J', 'Q']"
"['D', 'K', 'L', 'M', 'O']"
"['A', 'D', 'F', 'G', 'Q']"
"['C', 'H', 'L', 'N', 'P']"
"['H', 'I', 'L', 'N', 'P']"
"['A', 'I', 'L', 'N', 'O']"
"['B', 'E', 'J', 'K', 'M']"
"['D', 'L', 'O', 'P', 'Q']"
"['C', 'F', 'J', 'O', 'P']"
"['A', 'D', 'G', 'I', 'K']"
"['A', 'B', 'H', 'J', 'K']"
"['F', 'G', 'I', 'J', 'M']"
"['A', 'B', 'C', 'H', 'Q']"
"['B', 'E', 'I', 'K', 'O']"
"['D', 'I', 'K', 'L', 'N']"
"['A', 'D', 'I', 'N', 'P']"
"['C', 'D', 'G', 'I', 'N']"
"['E', 'H', 'I', 'L', 'O']"
"['C', 'E', 'G', 'K', 'N']"
"['A', 'C', 'D', 'F', 'P']"
"['A', 'B', 'D', 'G', 'K']"
"['A', 'B', 'F', 'J', 'M']"
"['E', 'H', 'I', 'L', 'P']"
"['A', 'D', 'K', 'L', 'P']"
"['A', 'B', 'C', 'H', 'J']"
"['G', 'I', 'K', 'N', 'O']"
"['B', 'F', 'J', 'K', 'N']"
"['A', 'B', 'G', 'L', 'M']"
"['E', 'I', 'J', 'L', 'N']"
"['A', 'F', 'I', 'J', 'K']"
"['F', 'J', 'O', 'P', 'Q']"
"['D', 'I', 'J', 'N', 'Q']"
"['A', 'B', 'C', 'E', 'L']"
"['B', 'C', 'D', 'F', 'K']"
"['D', 'E', 'I', 'K', 'M']"
"['F', 'I', 'J', 'K', 'N']"
"['F', 'G', 'L', 'N', 'P']"
"['C', 'D', 'G', 'J', 'M']"
"['E', 'I', 'L', 'M', 'Q']"
"['C', 'D', 'E', 'M', 'O']"
"['C', 'E', 'G', 'M', 'P']"
"['G', 'H', 'I', 'K', 'O']"
"['E', 'G', 'I', 'M', 'N']"
"['A', 'E', 'H', 'J', 'L']"
"['A', 'B', 'E', 'F', 'N']"
"['A', 'B', 'E', 'I', 'N']"
"['A', 'F', 'G', 'I', 'K']"
"['B', 'C', 'E', 'F', 'M']"
"['B', 'C', 'E', 'H', 'Q']"
"['A', 'C', 'E', 'K', 'P']"
"['E', 'F', 'J', 'L', 'P']"
"['E', 'G', 'J', 'L', 'O']"
"['C', 'F', 'H', 'L', 'M']"
"['G', 'I', 'L', 'M', 'O']"
"['A', 'B', 'J', 'K', 'M']"
"['H', 'I', 'J', 'L', 'P']"
"['A', 'D', 'E', 'M', 'O']"
"['E', 'G', 'H', 'J', 'P']"
"['B', 'E', 'F', 'H', 'K']"
"['A', 'C', 'E', 'N', 'Q']"
"['E', 'F', 'L', 'M', 'Q']"
"['B', 'E', 'I', 'J', 'K']"
"['C', 'E', 'G', 'H', 'Q']"
"['C', 'J', 'N', 'P', 'Q']"
"['B', 'D', 'N', 'O', 'P']"
"['B', 'H', 'I', 'M', 'O']"
"['B', 'E', 'G', 'L', 'P']"
"['F', 'I', 'J', 'M', 'P']"
"['B', 'C', 'D', 'G', 'H']"
"['A', 'C', 'G', 'J', 'L']"
"['B', 'H', 'I', 'J', 'Q']"
"['A', 'C', 'F', 'M', 'O']"
"['C', 'D', 'K', 'O', 'P']"
"['C', 'F', 'H', 'L', 'O']"
"['C', 'H', 'I', 'N', 'Q']"
"['E', 'I', 'M', 'N', 'Q']"
"['A', 'F', 'J', 'M', 'Q']"
"['F', 'H', 'K', 'M', 'O']"
"['C', 'F', 'M', 'O', 'P']"
"['B', 'D', 'I', 'J', 'N']"
"['C', 'F', 'I', 'J', 'Q']"
"['A', 'C', 'H', 'L', 'O']"
"['F', 'H', 'I', 'N', 'Q']"
"['B', 'C', 'D', 'N', 'O']"
"['A', 'C', 'E', 'H', 'L']"
"['B', 'H', 'J', 'K', 'O']"
"['A', 'D', 'F', 'K', 'N']"
"['B', 'G', 'I', 'L', 'P']"
"['C', 'G', 'I', 'J', 'Q']"
"['E', 'H', 'J', 'N', 'P']"
"['F', 'H', 'M', 'N', 'Q']"
"['D', 'E', 'H', 'K', 'P']"
"['A', 'I', 'N', 'O', 'Q']"
"['A', 'K', 'N', 'O', 'Q']"
"['A', 'C', 'E', 'I', 'M']"
"['B', 'C', 'F', 'M', 'Q']"
"['C', 'D', 'H', 'L', 'M']"
"['A', 'J', 'M', 'P', 'Q']"
"['E', 'F', 'H', 'J', 'N']"
"['B', 'D', 'E', 'K', 'M']"
"['A', 'C', 'G', 'J', 'N']"
"['A', 'C', 'D', 'H', 'Q']"
"['H', 'I', 'N', 'O', 'P']"
"['A', 'F', 'H', 'K', 'P']"
"['B', 'I', 'M', 'P', 'Q']"
"['B', 'F', 'M', 'N', 'P']"
"['B', 'D', 'F', 'O', 'Q']"
"['A', 'E', 'I', 'J', 'M']"
"['C', 'K', 'M', 'O', 'Q']"
"['C', 'D', 'F', 'L', 'N']"
"['C', 'H', 'K', 'L', 'N']"
"['F', 'G', 'H', 'K', 'O']"
"['A', 'G', 'I', 'J', 'O']"
"['A', 'B', 'D', 'K', 'M']"
"['C', 'D', 'E', 'G', 'K']"
"['D', 'E', 'H', 'M', 'N']"
"['B', 'C', 'H', 'J', 'N']"
"['A', 'B', 'G', 'H', 'Q']"
"['B', 'G', 'J', 'K', 'Q']"
"['A', 'I', 'J', 'K', 'M']"
"['D', 'G', 'J', 'N', 'Q']"
"['A', 'G', 'I', 'K', 'M']"
"['B', 'E', 'H', 'K', 'L']"
"['B', 'F', 'H', 'M', 'N']"
"['A', 'J', 'L', 'M', 'P']"
"['C', 'F', 'I', 'K', 'L']"
"['C', 'E', 'G', 'L', 'N']"
"['A', 'D', 'J', 'O', 'Q']"
"['F', 'K', 'L', 'N', 'Q']"
"['D', 'G', 'L', 'O', 'Q']"
"['A', 'E', 'J', 'K', 'N']"
"['D', 'H', 'I', 'J', 'L']"
"['B', 'C', 'N', 'O', 'P']"
"['D', 'E', 'F', 'G', 'J']"
"['B', 'K', 'O', 'P', 'Q']"
"['F', 'G', 'I', 'M', 'P']"
"['B', 'C', 'G', 'I', 'L']"
"['F', 'G', 'J', 'M', 'O']"
"['D', 'G', 'I', 'J', 'M']"
"['E', 'K', 'L', 'N', 'Q']"
"['B', 'D', 'J', 'L', 'O']"
"['C', 'F', 'H', 'I', 'Q']"
"['F', 'I', 'L', 'M', 'Q']"
"['A', 'D', 'E', 'J', 'K']"
"['C', 'I', 'K', 'L', 'Q']"
"['F', 'K', 'L', 'M', 'N']"
"['B', 'D', 'E', 'G', 'J']"
"['C', 'D', 'H', 'M', 'N']"
"['B', 'C', 'G', 'L', 'O']"
"['C', 'D', 'G', 'I', 'L']"
"['F', 'I', 'J', 'N', 'Q']"
"['B', 'C', 'I', 'K', 'M']"
"['C', 'E', 'G', 'N', 'Q']"
"['C', 'E', 'I', 'L', 'O']"
"['A', 'H', 'I', 'N', 'P']"
"['H', 'I', 'J', 'N', 'Q']"
"['A', 'D', 'G', 'L', 'P']"
"['A', 'G', 'H', 'L', 'N']"
"['B', 'C', 'E', 'F', 'P']"
"['B', 'F', 'J', 'O', 'Q']"
"['B', 'D', 'F', 'K', 'O']"
"['C', 'J', 'M', 'O', 'P']"
"['A', 'B', 'D', 'F', 'K']"
"['B', 'D', 'G', 'I', 'O']"
"['B', 'F', 'K', 'L', 'M']"
"['A', 'D', 'H', 'J', 'L']"
"['B', 'D', 'G', 'L', 'N']"
"['F', 'I', 'J', 'L', 'P']"
"['C', 'D', 'G', 'H', 'L']"
"['B', 'C', 'G', 'K', 'Q']"
"['A', 'G', 'I', 'K', 'P']"
"['A', 'D', 'G', 'I', 'L']"
"['C', 'G', 'I', 'P', 'Q']"
"['B', 'G', 'K', 'M', 'N']"
"['A', 'B', 'C', 'F', 'K']"
"['C', 'D', 'F', 'P', 'Q']"
"['B', 'C', 'E', 'H', 'I']"
"['C', 'E', 'H', 'J', 'P']"
"['D', 'E', 'G', 'N', 'O']"
"['C', 'I', 'L', 'N', 'P']"
"['E', 'G', 'L', 'M', 'P']"
"['A', 'D', 'J', 'M', 'Q']"
"['A', 'C', 'K', 'M', 'P']"
"['D', 'E', 'I', 'O', 'P']"
"['D', 'H', 'I', 'O', 'Q']"
"['D', 'F', 'G', 'H', 'O']"
"['D', 'H', 'I', 'N', 'Q']"
"['B', 'D', 'E', 'N', 'P']"
"['G', 'H', 'I', 'K', 'M']"
"['D', 'F', 'J', 'K', 'N']"
"['H', 'K', 'L', 'M', 'N']"
"['B', 'D', 'H', 'J', 'O']"
"['B', 'E', 'H', 'L', 'M']"
"['F', 'G', 'K', 'L', 'O']"
"['B', 'E', 'F', 'G', 'M']"
"['A', 'D', 'E', 'K', 'L']"
"['C', 'E', 'J', 'K', 'L']"
"['D', 'F', 'G', 'O', 'P']"
"['A', 'D', 'H', 'J', 'K']"
"['G', 'H', 'L', 'M', 'Q']"
"['A', 'E', 'G', 'H', 'L']"
"['A', 'D', 'E', 'H', 'Q']"
"['B', 'C', 'E', 'M', 'P']"
"['C', 'E', 'L', 'N', 'Q']"
"['F', 'H', 'I', 'J', 'O']"
"['B', 'D', 'E', 'M', 'O']"
"['G', 'H', 'K', 'N', 'Q']"
"['B', 'C', 'G', 'L', 'Q']"
"['B', 'J', 'L', 'M', 'O']"
"['B', 'G', 'H', 'K', 'M']"
"['E', 'F', 'M', 'N', 'Q']"
"['B', 'K', 'L', 'M', 'Q']"
"['B', 'C', 'H', 'K', 'M']"
"['D', 'K', 'M', 'P', 'Q']"
"['C', 'E', 'N', 'O', 'P']"
"['A', 'B', 'J', 'L', 'N']"
"['A', 'I', 'O', 'P', 'Q']"
"['C', 'D', 'F', 'G', 'K']"
"['C', 'D', 'E', 'G', 'M']"
"['B', 'E', 'N', 'O', 'Q']"
"['E', 'F', 'J', 'N', 'O']"
"['A', 'B', 'C', 'E', 'I']"
"['A', 'E', 'I', 'N', 'Q']"
"['D', 'F', 'G', 'M', 'Q']"
"['D', 'K', 'L', 'M', 'Q']"
"['F', 'G', 'J', 'M', 'N']"
"['A', 'B', 'L', 'M', 'P']"
"['B', 'E', 'F', 'G', 'P']"
"['B', 'H', 'I', 'P', 'Q']"
"['E', 'I', 'K', 'P', 'Q']"
"['F', 'G', 'H', 'N', 'P']"
"['B', 'E', 'G', 'H', 'Q']"
"['D', 'G', 'I', 'L', 'Q']"
"['D', 'H', 'I', 'K', 'L']"
"['E', 'F', 'J', 'K', 'P']"
"['A', 'F', 'H', 'K', 'N']"
"['A', 'C', 'G', 'I', 'L']"
"['D', 'E', 'J', 'K', 'Q']"
"['B', 'E', 'K', 'P', 'Q']"
"['A', 'F', 'L', 'M', 'O']"
"['C', 'D', 'J', 'K', 'L']"
"['C', 'D', 'F', 'J', 'P']"
"['E', 'F', 'K', 'N', 'P']"
"['H', 'J', 'L', 'N', 'P']"
"['B', 'C', 'J', 'P', 'Q']"
"['E', 'I', 'J', 'M', 'O']"
"['A', 'B', 'C', 'I', 'P']"
"['C', 'H', 'K', 'O', 'Q']"
"['A', 'E', 'M', 'N', 'Q']"
"['D', 'F', 'J', 'L', 'P']"
"['D', 'E', 'L', 'P', 'Q']"
"['C', 'E', 'F', 'I', 'L']"
"['C', 'D', 'I', 'L', 'M']"
"['D', 'G', 'L', 'M', 'N']"
"['D', 'F', 'G', 'I', 'N']"
"['C', 'D', 'H', 'I', 'Q']"
"['E', 'F', 'I', 'J', 'M']"
"['F', 'H', 'I', 'J', 'P']"
"['A', 'F', 'K', 'L', 'Q']"
"['I', 'J', 'M', 'O', 'P']"
"['C', 'F', 'I', 'J', 'N']"
"['K', 'N', 'O', 'P', 'Q']"
"['B', 'D', 'I', 'N', 'P']"
"['D', 'G', 'H', 'K', 'M']"
"['F', 'H', 'I', 'N', 'P']"
"['F', 'H', 'J', 'L', 'M']"
"['A', 'B', 'I', 'N', 'Q']"
"['E', 'H', 'K', 'M', 'Q']"
"['D', 'H', 'L', 'P', 'Q']"
"['C', 'I', 'J', 'M', 'O']"
"['D', 'F', 'I', 'L', 'Q']"
"['C', 'H', 'N', 'O', 'P']"
"['I', 'J', 'K', 'L', 'O']"
"['C', 'D', 'G', 'L', 'O']"
"['H', 'J', 'M', 'N', 'O']"
"['A', 'B', 'D', 'J', 'P']"
"['E', 'G', 'I', 'N', 'O']"
"['G', 'J', 'K', 'O', 'P']"
"['C', 'G', 'M', 'N', 'Q']"
"['C', 'G', 'J', 'K', 'Q']"
"['C', 'H', 'I', 'J', 'N']"
"['C', 'D', 'H', 'L', 'N']"
"['E', 'J', 'L', 'M', 'N']"
"['A', 'F', 'G', 'K', 'M']"
"['A', 'B', 'I', 'N', 'P']"
"['E', 'G', 'J', 'L', 'P']"
"['A', 'B', 'L', 'N', 'Q']"
"['A', 'B', 'C', 'D', 'H']"
"['B', 'C', 'E', 'H', 'J']"
"['B', 'C', 'D', 'M', 'O']"
"['A', 'E', 'L', 'N', 'O']"
"['B', 'D', 'H', 'I', 'O']"
"['G', 'J', 'K', 'L', 'O']"
"['D', 'G', 'I', 'K', 'M']"
"['B', 'E', 'I', 'M', 'O']"
"['C', 'E', 'G', 'J', 'N']"
"['B', 'C', 'K', 'L', 'N']"
"['A', 'B', 'F', 'G', 'I']"
"['C', 'D', 'F', 'H', 'M']"
"['D', 'I', 'J', 'O', 'Q']"
"['D', 'E', 'H', 'J', 'L']"
"['A', 'B', 'D', 'H', 'J']"
"['B', 'H', 'I', 'J', 'M']"
"['G', 'H', 'N', 'O', 'Q']"
"['G', 'J', 'N', 'O', 'P']"
"['B', 'D', 'E', 'N', 'Q']"
"['E', 'F', 'G', 'L', 'M']"
"['D', 'L', 'M', 'O', 'P']"
"['B', 'K', 'M', 'N', 'P']"
"['D', 'G', 'M', 'P', 'Q']"
"['B', 'H', 'K', 'N', 'O']"
"['C', 'F', 'G', 'I', 'Q']"
"['A', 'B', 'C', 'K', 'L']"
"['A', 'C', 'K', 'N', 'O']"
"['A', 'C', 'G', 'J', 'K']"
"['D', 'H', 'I', 'M', 'Q']"
"['E', 'H', 'I', 'M', 'Q']"
"['D', 'E', 'J', 'O', 'P']"
"['C', 'E', 'L', 'N', 'P']"
"['D', 'E', 'F', 'J', 'L']"
"['B', 'I', 'M', 'N', 'O']"
"['A', 'C', 'L', 'M', 'N']"
"['B', 'C', 'G', 'N', 'Q']"
"['B', 'C', 'D', 'F', 'O']"
"['G', 'K', 'M', 'N', 'P']"
"['A', 'B', 'L', 'M', 'N']"
"['I', 'J', 'K', 'L', 'Q']"
"['B', 'I', 'J', 'K', 'P']"
"['A', 'D', 'K', 'O', 'Q']"
"['F', 'G', 'H', 'L', 'P']"
"['C', 'I', 'J', 'N', 'P']"
"['A', 'H', 'K', 'M', 'N']"
"['A', 'D', 'L', 'N', 'Q']"
"['D', 'J', 'L', 'O', 'P']"
"['D', 'H', 'J', 'L', 'Q']"
"['A', 'B', 'G', 'I', 'L']"
"['C', 'E', 'F', 'G', 'H']"
"['D', 'G', 'H', 'I', 'K']"
"['D', 'F', 'I', 'L', 'N']"
"['B', 'C', 'G', 'I', 'Q']"
"['D', 'I', 'L', 'O', 'P']"
"['G', 'H', 'L', 'N', 'O']"
"['C', 'D', 'G', 'K', 'P']"
"['C', 'H', 'J', 'M', 'O']"
"['D', 'I', 'K', 'N', 'Q']"
"['D', 'G', 'J', 'L', 'M']"
"['D', 'F', 'J', 'N', 'P']"
"['D', 'F', 'H', 'I', 'J']"
"['B', 'G', 'M', 'O', 'P']"
"['A', 'C', 'D', 'L', 'M']"
"['B', 'E', 'I', 'N', 'P']"
"['C', 'F', 'H', 'J', 'M']"
"['G', 'H', 'J', 'N', 'O']"
"['E', 'I', 'J', 'N', 'Q']"
"['B', 'D', 'E', 'H', 'L']"
"['C', 'G', 'K', 'P', 'Q']"
"['E', 'F', 'L', 'P', 'Q']"
"['B', 'H', 'J', 'K', 'N']"
"['A', 'D', 'F', 'N', 'Q']"
"['B', 'E', 'G', 'H', 'J']"
"['B', 'D', 'J', 'N', 'O']"
"['D', 'H', 'I', 'L', 'O']"
"['B', 'D', 'F', 'N', 'O']"
"['C', 'E', 'L', 'P', 'Q']"
"['B', 'D', 'I', 'J', 'P']"
"['G', 'H', 'I', 'J', 'M']"
"['C', 'E', 'K', 'L', 'P']"
"['A', 'B', 'D', 'F', 'I']"
"['A', 'G', 'N', 'P', 'Q']"
"['B', 'C', 'E', 'P', 'Q']"
"['G', 'I', 'K', 'L', 'P']"
"['E', 'G', 'H', 'K', 'N']"
"['C', 'D', 'K', 'M', 'P']"
"['B', 'C', 'H', 'J', 'K']"
"['G', 'J', 'M', 'O', 'P']"
"['C', 'I', 'K', 'N', 'O']"
"['B', 'E', 'K', 'L', 'P']"
"['C', 'D', 'G', 'H', 'N']"
"['A', 'B', 'D', 'I', 'L']"
"['A', 'E', 'J', 'L', 'M']"
"['D', 'I', 'J', 'L', 'M']"
"['B', 'I', 'L', 'M', 'O']"
"['B', 'C', 'L', 'N', 'P']"
"['A', 'D', 'F', 'H', 'J']"
"['A', 'E', 'G', 'H', 'O']"
